
Serial	Event	&quot;Code Level 0&quot;	&quot;Level 0&quot;	&quot;Code Level 1&quot;	&quot;Level 1&quot;	&quot;Code Level 2&quot;	&quot;Level 2&quot;	&quot;Location&quot;	Date (YMD)	Comments	Cause	Description of Cause	Source	Magnitude	GLIDEnumber	Other sectors	DataCards	Deaths	Injured	Missing	Houses Destroyed	Houses Damaged	Directly affected	Indirectly Affected	Relocated	Evacuated	Losses $USD	Losses $Local	Education centers	Hospitals	Damages in crops Ha.	Lost Cattle	Damages in roads Mts	Duration (d)	With Deaths	With Injured	With Missing	With Houses Destroyed	With Houses Affected	With Victims	With Affected	With Relocated	With Evacuated	Education	Health sector	Agriculture	Water supply	Sewerage	Industries	Communications	Transportation	Power and Energy	Relief	With other sectors	fichas.latitude	fichas.longitude	Formula	Deaths female	Deaths male	Deaths children	Deaths adults	Deaths elder	Deaths disabled	Deaths poor	Missing female	Missing male	Missing children	Missing adults	Missing elder	Missing disabled	Missing poor	Injured female	Injured male	Injured children	Injured adults	Injured elder	Injured disabled	Injured poor	Living damaged dwellings	Living damaged dwellings female	Living damaged dwellings male	Living damaged dwellings children	Living damaged dwellings adults	Living damaged dwellings elder	Living damaged dwellings disabled	Living damaged dwellings poor	Living destroyed dwellings	Living destroyed dwellings female	Living destroyed dwellings male	Living destroyed dwellings children	Living destroyed dwellings adults	Living destroyed dwellings elder	Living destroyed dwellings disabled	Living destroyed dwellings poor	Livelihood affected	Livelihoods female	Livelihoods male	Livelihoods children	Livelihoods adults	Livelihoods elder	Livelihoods disabled	Livelihoods poor	Ha damaged	Ha destroyed	Loss from crops	Livestock total	Livestock damaged	Loss from livestock total	Ha forest total	Ha forest damaged	Ha forest destroyed	Loss from forest total	Ha aquaculture total	Ha aquaculture damaged	Ha aquaculture destroyed	Loss from aquaculture total	Vessels total	Vessels damaged	Vessels destroyed	Loss from vessels total	Stock facilities affected	Stock facilities damaged	Stock facilities destroyed	Stock loss affected	Agricultural assets affected	Agricultural assets damaged	Agricultural assets destroyed	Agricultural assets loss affected	Productive assets affected	Productive assets damaged	Productive assets destroyed	Productive assets loss affected	Houses total	Loss from dwellings	Loss from dwellings damaged	Loss from  dwellingsdestroyed	Health facilities damaged	Health facilities destroyed	Loss from health facilities	Education damaged	Education destroyed	Loss from education	Number infrastructures	Number damaged infrastructures	Number destroyed infrastructures	Loss from infrastructures	Loss from cultural fixed	Loss from cultural mobile damaged	Loss from cultural mobile destroyed	Cultural fixed damaged	Cultural fixed destroyed	Cultural mobile damaged	Cultural mobile destroyed	Damaged: Roads	Loss: Roads	Destroyed: Roads	Disruptions to Public Administration Service	Total: Roads	Disruptions to Solid Waste Service	Loss: Cattle	Total: Cattle	Damaged: Cattle	Destroyed: Cattle	
"D3260"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007003	Berinag	Gram Chalaudi, Patti kaleti	2015/7/8	02 Paidal marg Damaged.	Rain	Heavy Rain	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.7750335	80.05628639999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3261"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007003	Berinag	GramVarshayat, patti kalasila, tahseel berinaag	2015/7/9		Rain	Heavy Rain	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.7750335	80.05628639999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	1	0	1	
"D3262"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007004	Didihat	Gram Dunakot, Tahseel didihat	2015/7/10		Rain	Heavy rain	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	1	0	1	
"D3263"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007004	Didihat	Gram Jethi ganw, didihaat	2015/7/10		Rain	Heavy rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3264"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007004	Didihat	Tahseel Didihat	2015/7/10	0.030 Hec. Agriculture land damged.	Rain	Heavy Rain	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.80284	80.24872490000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3265"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007004	Didihat	Tahsil Didihaat	2015/7/10	0.030 Hec. Agricultre land Damaged.	Rain	Heavy Rain	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8042683	80.24808110000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3266"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007004	Didihat	Tahsil Didihat	2015/7/10	0.030 Hect. Agriculture land Damaged.	Rain	Heavy Rain	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3267"	LANDSLIDE	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007002	Dharchula	Tahsil Bangapani, Dharchula	2015/7/10		Landslide	Landslide	ATR				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.9624446	80.30763490000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3268"	OTHER	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007003	Berinag	berinaag	2015/7/10		Other	event not shown in form	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3269"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007007	Pithoragarh	Tahseel Pithoragarh	2015/7/14		Rain	Heavy Rain	ATR				1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D327"	ACCIDENT	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012006	Gadarpur	Ayernagar	1989/1/23		Other	Electric Short	Amar Ujala/ 24 Jan/1989				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
"D3270"	LANDSLIDE	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007002	Dharchula	Sela, Dharchula	2015/7/14		Landslide	Landslide	ATR				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3271"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007007	Pithoragarh	Gram Jajurali patti Baste, Pithoragarh	2015/7/20		Rain	Heavy Rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3272"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007007	Pithoragarh	Gram Madkadayat patti, Jeevi 	2019/7/20		Rain	Heavy Rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3273"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007007	Pithoragarh	Gram Dungra patti baste	2015/7/20		Rain	Heavy Rain	ATR				1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3274"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007007	Pithoragarh	Gram makhauliya patti dhanauda 	2015/7/20		Rain	Heavy Rain	ATR				1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3275"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007007	Pithoragarh	Gram Dhaulikholi patti doli	2015/7/21		Rain	Heavy Rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3276"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007003	Berinag	Gram belkot Patti uprada pathak	2015/7/22		Rain	Heavy Rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3277"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007007	Pithoragarh	Gram Patti Paun	2015/7/24		Rain	Heavy Rain	ATR\				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		1	0	0	1	
"D3278"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007003	Berinag	Gram Bhanauli patti berinag	2015/7/24		Rain	Heavy Rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3279"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007001	Munsyari	Gram pati patti leelam	2015/7/24		Rain	Heavy Rain	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		1	0	0	1	
"D328"	Road Accident	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012007	Rudrapur	Rudrapur chungi	1989/1/22		Other		Amar Ujala/ 23Jan/1989				1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0			0	0	0	0	0	0	0	0	0				0				0				0				0		0	0	0			0			0				0	0	0	0					0	0	0		0		0	0	0	0	
"D3280"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007001	Munsyari	Gram Ralam patti leelam	2015/7/24		Rain	Heavy Rain	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		1	0	0	1	
"D3281"	RAINS	IND005	Uttarakhand	IND005007	Pithoragarh	IND005007002	Dharchula	Tahseel Dharchula 	2015/7/25		Rain	Heavy Rain	ATR				1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		1	0	0	1	
"D3282"	OTHER	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012004	Khatima	Khatima	2015/6/15		Other	event not shown in form	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		1	0	0	1	
"D3283"	RAINS	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012002	Jaspur	Jaspur	2015/7/2	9.807 Hact. Agriculture land Damaged.	Rain	Heavy Rain	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3284"	RAINS	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012001	Kasipur	Kashipur	2015/7/4	1.416 Hec. Agriculture Land damaged.	Rain	Heavy Rain	ATR				1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		0		0	0	0	0	
"D3285"	RAINS	IND005	Uttarakhand	IND005012	Udham Singh Nagar	IND005012002	Jaspur	Haripur	2015/7/12	0.256 Hect. Agriculture land Damaged.	Rain	Heavy Rain	ATR				1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3286"	RAINS	IND005	Uttarakhand	IND005011	Nainital	IND005011005	Dhari	Tahseel Dhari	2015/4/4		Rain	Heavy Rain	ATR				1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3287"	RAINS	IND005	Uttarakhand	IND005011	Nainital	IND005011005	Dhari	Dhari	2015/4/15		Rain	Heavy Rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.346649	79.85218899999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3288"	RAINS	IND005	Uttarakhand	IND005011	Nainital	IND005011005	Dhari	 Tahseel Dhari/ Kaladhungi	2015/4/9		Rain	Heavy Rain	ATR				1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3289"	RAINS	IND005	Uttarakhand	IND005011	Nainital	IND005011005	Dhari	Tahseel Dhari 	2015/6/20		Rain	Heavy Rain	ATR				1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
"D3290"	RAINS	IND005	Uttarakhand	IND005011	Nainital	IND005011005	Dhari	Tahseel Dhari	2015/6/26		Rain	Heavy Rain	ATR				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	
